Fri Dec 01 2006 13:33:42 GMT+0100 (Central European Standard Time),8560
Mon Jan 01 2007 13:33:42 GMT+0100 (Central European Standard Time),8656
Thu Feb 01 2007 13:33:42 GMT+0100 (Central European Standard Time),9017
Thu Mar 01 2007 13:33:42 GMT+0100 (Central European Standard Time),9296
Sun Apr 01 2007 13:33:42 GMT+0200 (Central European Summer Time),9366
Tue May 01 2007 13:33:42 GMT+0200 (Central European Summer Time),9540
Fri Jun 01 2007 13:33:42 GMT+0200 (Central European Summer Time),9534
Sun Jul 01 2007 13:33:42 GMT+0200 (Central European Summer Time),9625
Wed Aug 01 2007 13:33:42 GMT+0200 (Central European Summer Time),9797
Sat Sep 01 2007 13:33:42 GMT+0200 (Central European Summer Time),9810
Mon Oct 01 2007 13:33:42 GMT+0200 (Central European Summer Time),9710
Thu Nov 01 2007 13:33:42 GMT+0100 (Central European Standard Time),9590
Sat Dec 01 2007 13:33:42 GMT+0100 (Central European Standard Time),9540
Tue Jan 01 2008 13:33:42 GMT+0100 (Central European Standard Time),9566
Fri Feb 01 2008 13:33:42 GMT+0100 (Central European Standard Time),9599
Sat Mar 01 2008 13:33:42 GMT+0100 (Central European Standard Time),9541
Tue Apr 01 2008 13:33:42 GMT+0200 (Central European Summer Time),9582
Thu May 01 2008 13:33:42 GMT+0200 (Central European Summer Time),9536
Sun Jun 01 2008 13:33:42 GMT+0200 (Central European Summer Time),9591
Tue Jul 01 2008 13:33:42 GMT+0200 (Central European Summer Time),9510
Fri Aug 01 2008 13:33:42 GMT+0200 (Central European Summer Time),9599
Mon Sep 01 2008 13:33:42 GMT+0200 (Central European Summer Time),9509
Wed Oct 01 2008 13:33:42 GMT+0200 (Central European Summer Time),9575
Sat Nov 01 2008 13:33:42 GMT+0100 (Central European Standard Time),9435
Mon Dec 01 2008 13:33:42 GMT+0100 (Central European Standard Time),9170
Thu Jan 01 2009 13:33:42 GMT+0100 (Central European Standard Time),9144
Sun Feb 01 2009 13:33:42 GMT+0100 (Central European Standard Time),9089
Sun Mar 01 2009 13:33:42 GMT+0100 (Central European Standard Time),9191
Wed Apr 01 2009 13:33:42 GMT+0200 (Central European Summer Time),8853
Fri May 01 2009 13:33:42 GMT+0200 (Central European Summer Time),8762
Mon Jun 01 2009 13:33:42 GMT+0200 (Central European Summer Time),8856
Wed Jul 01 2009 13:33:42 GMT+0200 (Central European Summer Time),8899
Sat Aug 01 2009 13:33:42 GMT+0200 (Central European Summer Time),8875
Tue Sep 01 2009 13:33:42 GMT+0200 (Central European Summer Time),8903
Thu Oct 01 2009 13:33:42 GMT+0200 (Central European Summer Time),8971
Sun Nov 01 2009 13:33:42 GMT+0100 (Central European Standard Time),9033
Tue Dec 01 2009 13:33:42 GMT+0100 (Central European Standard Time),9062
Fri Jan 01 2010 13:33:42 GMT+0100 (Central European Standard Time),9021
Mon Feb 01 2010 13:33:42 GMT+0100 (Central European Standard Time),9199
Mon Mar 01 2010 13:33:42 GMT+0100 (Central European Standard Time),9199
Thu Apr 01 2010 13:33:42 GMT+0200 (Central European Summer Time),9082
Sat May 01 2010 13:33:42 GMT+0200 (Central European Summer Time),9196
Tue Jun 01 2010 13:33:42 GMT+0200 (Central European Summer Time),9075
Thu Jul 01 2010 13:33:42 GMT+0200 (Central European Summer Time),9165
Sun Aug 01 2010 13:33:42 GMT+0200 (Central European Summer Time),9125
Wed Sep 01 2010 13:33:42 GMT+0200 (Central European Summer Time),9146
Fri Oct 01 2010 13:33:42 GMT+0200 (Central European Summer Time),9200
Mon Nov 01 2010 13:33:42 GMT+0100 (Central European Standard Time),9148
Wed Dec 01 2010 13:33:42 GMT+0100 (Central European Standard Time),9047
Sat Jan 01 2011 13:33:42 GMT+0100 (Central European Standard Time),9033
Tue Feb 01 2011 13:33:42 GMT+0100 (Central European Standard Time),9163
Tue Mar 01 2011 13:33:42 GMT+0100 (Central European Standard Time),9123
Fri Apr 01 2011 13:33:42 GMT+0200 (Central European Summer Time),9182
Sun May 01 2011 13:33:42 GMT+0200 (Central European Summer Time),9082
Wed Jun 01 2011 13:33:42 GMT+0200 (Central European Summer Time),9070
Fri Jul 01 2011 13:33:42 GMT+0200 (Central European Summer Time),8921
Mon Aug 01 2011 13:33:42 GMT+0200 (Central European Summer Time),8811
Thu Sep 01 2011 13:33:42 GMT+0200 (Central European Summer Time),8826
Sat Oct 01 2011 13:33:42 GMT+0200 (Central European Summer Time),8794
Tue Nov 01 2011 13:33:42 GMT+0100 (Central European Standard Time),8786
Thu Dec 01 2011 13:33:42 GMT+0100 (Central European Standard Time),8808
Sun Jan 01 2012 13:33:42 GMT+0100 (Central European Standard Time),8796
Wed Feb 01 2012 13:33:42 GMT+0100 (Central European Standard Time),8672
Thu Mar 01 2012 13:33:42 GMT+0100 (Central European Standard Time),8702
Sun Apr 01 2012 13:33:42 GMT+0200 (Central European Summer Time),8702
Tue May 01 2012 13:33:42 GMT+0200 (Central European Summer Time),8638
Fri Jun 01 2012 13:33:42 GMT+0200 (Central European Summer Time),8618
Sun Jul 01 2012 13:33:42 GMT+0200 (Central European Summer Time),8571
Wed Aug 01 2012 13:33:42 GMT+0200 (Central European Summer Time),8511
Sat Sep 01 2012 13:33:42 GMT+0200 (Central European Summer Time),8516
Mon Oct 01 2012 13:33:42 GMT+0200 (Central European Summer Time),8542
Thu Nov 01 2012 13:33:42 GMT+0100 (Central European Standard Time),8551
Sat Dec 01 2012 13:33:42 GMT+0100 (Central European Standard Time),8405
Tue Jan 01 2013 13:33:42 GMT+0100 (Central European Standard Time),8392
Fri Feb 01 2013 13:33:42 GMT+0100 (Central European Standard Time),8389
Fri Mar 01 2013 13:33:42 GMT+0100 (Central European Standard Time),8376
Mon Apr 01 2013 13:33:42 GMT+0200 (Central European Summer Time),8355
Wed May 01 2013 13:33:42 GMT+0200 (Central European Summer Time),8325
Sat Jun 01 2013 13:33:42 GMT+0200 (Central European Summer Time),8259
Mon Jul 01 2013 13:33:42 GMT+0200 (Central European Summer Time),8125
Thu Aug 01 2013 13:33:42 GMT+0200 (Central European Summer Time),8267
